"SiteId"	"SampId"	"MonitoringProgram"	"Day"	"Month"	"Year"	"Station.nb."	"Watercourse"	"Locality"	"Canton"	"X"	"Y"	"Altitude"	"Sampling.window"	"IBCH.index"	"SPEAR.index"	"Latitude"	"Longitude"
"CSCF_584099"	"CSCF_584099_2016-05-17"	"BDM"	17	5	2016	"584099"	"Ruisseau Pro Michaud"	"Ruisseau Pro Michaud, Bagnes"	"Valais"	584000	99020	1531	1	15	69.7	46.0425247676036	7.23195373301741
"CSCF_656187"	"CSCF_656187_2016-03-17"	"BDM"	17	3	2016	"656187"	"Laui"	"Laui, Giswil"	"Obwald"	656000	187010	497	1	15	64.8	46.8318769020886	8.17263947810843
"CSCF_626187"	"CSCF_626187_2016-04-20"	"BDM"	20	4	2016	"626187"	"Rötebach Zufluss"	"Rötebach Zufluss, Röthenbach im Emmental"	"Berne"	625980	187045	1103	1	16	59.1	46.8340402328969	7.77917157439802
"CSCF_710123"	"CSCF_710123_2016-04-30"	"BDM"	30	4	2016	"710123"	"Verzasca Zufluss"	"Verzasca Zufluss, Lavertezzo"	"Tessin"	710946	124000	979	1	11	54.8	46.2582733774377	8.87755965582508
"CSCF_590163"	"CSCF_590163_2016-06-09"	"BDM"	9	6	2016	"590163"	"Simme Zufl"	"Simme Zufl, Boltigen"	"Berne"	591000	163180	1598	2	9	45.5	46.619809668494	7.32113689513323
"CSCF_590243"	"CSCF_590243_2016-04-04"	"BDM"	4	4	2016	"590243"	"Sorne"	"Sorne, Courtètelle"	"Jura"	590000	243099	440	2	17	61.5	47.3386732718096	7.30632243329099
"CSCF_596147"	"CSCF_596147_2016-05-18"	"BDM"	18	5	2016	"596147"	"Rüwlissebach"	"Rüwlissebach, St. Stephan"	"Berne"	596000	147838	1576	1	14	56.5	46.4818479616432	7.38654776377591
"CSCF_746267"	"CSCF_746267_2016-03-09"	"BDM"	9	3	2016	"746267"	"Wilerbach"	"Wilerbach, Egnach"	"Thurgovie"	746000	267453	405	1	15	22.1	47.5415670122663	9.37801800649414
"CSCF_596187"	"CSCF_596187_2016-04-05"	"BDM"	5	4	2016	"596187"	"Bütschelbach Zufluss"	"Bütschelbach Zufluss, Rüeggisberg"	"Berne"	596972	188000	770	1	13	50	46.8431308792761	7.39894096147587
"CSCF_644099"	"CSCF_644099_2016-06-27"	"BDM"	27	6	2016	"644099"	"Furggbach"	"Furggbach, Saas-Almagell"	"Valais"	644063	1e+05	2446	1	NA	25.6	46.0500924498163	8.00791342832259
"CSCF_686251"	"CSCF_686251_2016-03-15"	"BDM"	15	3	2016	"686251"	"Glatt"	"Glatt, Zürich"	"Zürich"	686000	251647	427	1	15	32.4	47.4100175950631	8.57810991068497
"CSCF_602251"	"CSCF_602251_2016-03-10"	"BDM"	10	3	2016	"602251"	"Lucelle"	"Lucelle, Röschenz"	"Bâle-Campagne"	602794	252000	378	1	17	47.8	47.4188011284953	7.47566154045636
"CSCF_686267"	"CSCF_686267_2016-03-18"	"BDM"	18	3	2016	"686267"	"Töss Zufluss"	"Töss Zufluss, Freienstein-Teufen"	"Zürich"	686000	267328	489	1	16	52.4	47.5510373133613	8.58113302905304
"CSCF_614219"	"CSCF_614219_2016-03-08"	"BDM"	8	3	2016	"614219"	"Wynigenbach"	"Wynigenbach, Alchenstorf"	"Berne"	614000	219438	483	1	13	23.5	47.1257788643265	7.62314196477929
"CSCF_656147"	"CSCF_656147_2016-07-06"	"BDM"	6	7	2016	"656147"	"Walibach"	"Walibach, Grafschaft"	"Valais"	657000	147770	2437	2	14	67.3	46.4788236936928	8.18088131174951
"CSCF_734179"	"CSCF_734179_2016-05-14"	"BDM"	14	5	2016	"734179"	"Glogn Zufluss"	"Glogn Zufluss, Luven"	"Grison"	734000	179894	1125	1	15	63	46.7567501438507	9.19267426962554
"CSCF_626107"	"CSCF_626107_2016-05-04"	"BDM"	4	5	2016	"626107"	"Birchbach"	"Birchbach, Randa"	"Valais"	627000	107285	1346	1	14	62.6	46.1165214353199	7.78788900398037
"CSCF_734259"	"CSCF_734259_2016-03-10"	"BDM"	10	3	2016	"734259"	"Sorenbach"	"Sorenbach, Niederbüren"	"St. Gall"	734000	259392	488	1	17	42.5	47.4716429149293	9.21624683478121
"CSCF_740163"	"CSCF_740163_2016-06-04"	"BDM"	4	6	2016	"740163"	"Wannatobelbach"	"Wannatobelbach, Safien"	"Grison"	739902	163535	2041	1	10	48.5	46.6084197114157	9.26491825286431
"CSCF_590203"	"CSCF_590203_2016-03-15"	"BDM"	15	3	2016	"590203"	"Wohlensee Zufluss"	"Wohlensee Zufluss, Wohlen bei Bern"	"Berne"	590000	203996	590	1	17	38.6	46.986950494415	7.30718881956981
"CSCF_740243"	"CSCF_740243_2016-04-06"	"BDM"	6	4	2016	"740243"	"Riserenbach"	"Riserenbach, Hundwil"	"Appenzell Rhodes-Extérieures"	740973	244000	848	1	18	64.8	47.3317853990276	9.3038641653905
"CSCF_722131"	"CSCF_722131_2016-05-03"	"BDM"	3	5	2016	"722131"	"Nala"	"Nala, Osogna"	"Tessin"	722009	131988	1243	1	16	74.9	46.3281999442827	9.0230958011979
"CSCF_644139"	"CSCF_644139_2016-06-28"	"BDM"	28	6	2016	"644139"	"Driestbach"	"Driestbach, Naters"	"Valais"	644772	140000	2231	1	10	68.7	46.4098583202412	8.02090649956538
"CSCF_776187"	"CSCF_776187_2016-05-25"	"BDM"	25	5	2016	"776187"	"Sapünerbach"	"Sapünerbach, Langwies"	"Grison"	776000	187692	1641	1	13	66.6	46.8170983856439	9.74517082669497
"CSCF_644219"	"CSCF_644219_2016-04-12"	"BDM"	12	4	2016	"644219"	"Wigger Zufluss"	"Wigger Zufluss, Grosswangen"	"Lucerne"	644000	219638	621	1	17	56.4	47.126263865882	8.01851947012669
"CSCF_728195"	"CSCF_728195_2016-05-10"	"BDM"	10	5	2016	"728195"	"Erbsbach"	"Erbsbach, Glarus Süd (ehemals Elm)"	"Glaris"	728654	196000	1393	1	16	58.7	46.9026495673466	9.12725545609188
"CSCF_830163"	"CSCF_830163_2016-07-06"	"BDM"	6	7	2016	"830163"	"Muranzina"	"Muranzina, Val Müstair"	"Grison"	830000	163059	1879	2	13	69.6	46.5792057377675	10.4398916149404
"CSCF_830203"	"CSCF_830203_2016-05-15"	"BDM"	15	5	2016	"830203"	"Schergenbach"	"Schergenbach, Tschlin"	"Grison"	830620	204020	1255	1	12	79.5	46.947181475714	10.4686297545074
"CSCF_656227"	"CSCF_656227_2016-04-12"	"BDM"	12	4	2016	"656227"	"Wyna"	"Wyna, Beromünster"	"Lucerne"	657000	227974	645	1	16	39.5	47.2002496277444	8.19089211246941
"CSCF_716187"	"CSCF_716187_2016-06-10"	"BDM"	10	6	2016	"716187"	"Bifertenbach"	"Bifertenbach, Glarus Süd (ehemals Linthal)"	"Glaris"	716000	187598	1590	2	13	23.4	46.8294138004378	8.95907481355136
"CSCF_680123"	"CSCF_680123_2016-06-09"	"BDM"	9	6	2016	"680123"	"Ri di Sfii"	"Ri di Sfii, Campo (Vallemaggia)"	"Tessin"	680000	123432	1713	2	14	76.3	46.257556384903	8.47616306140096
"CSCF_638195"	"CSCF_638195_2016-04-02"	"BDM"	2	4	2016	"638195"	"Alpbach"	"Alpbach, Escholzmatt"	"Lucerne"	638000	195548	852	1	18	69.6	46.9099482203222	7.93742922735506
"CSCF_686187"	"CSCF_686187_2016-06-10"	"BDM"	10	6	2016	"686187"	"Reuss Zufluss"	"Reuss Zufluss, Erstfeld"	"Uri"	686514	188000	1518	2	14	76.5	46.8375150817662	8.57273402817281
"CSCF_644179"	"CSCF_644179_2016-04-19"	"BDM"	19	4	2016	"644179"	"Mülibach"	"Mülibach, Brienz (BE)"	"Berne"	644551	179000	668	1	15	63.4	46.7606903640873	8.0218013838767
"CSCF_698115"	"CSCF_698115_2016-03-15"	"BDM"	15	3	2016	"698115"	"Melezza"	"Melezza, Cavigliano"	"Tessin"	699000	115067	247	1	15	67.5	46.1797909439165	8.72076247978929
"CSCF_620203"	"CSCF_620203_2016-04-21"	"BDM"	21	4	2016	"620203"	"Nesselgraben"	"Nesselgraben, Rüderswil"	"Berne"	620000	203936	654	1	16	36.7	46.9861848249962	7.70153065912732
"CSCF_650243"	"CSCF_650243_2016-03-08"	"BDM"	8	3	2016	"650243"	"Pfendelbach"	"Pfendelbach, Gränichen"	"Argovie"	650000	243503	465	1	16	46.8	47.3404875096367	8.1002416792208
"CSCF_734219"	"CSCF_734219_2016-03-11"	"BDM"	11	3	2016	"734219"	"Murgbach"	"Murgbach, Quarten"	"St. Gall"	735000	219515	432	1	12	33.4	47.112857053304	9.21751832372487
"CSCF_584139"	"CSCF_584139_2016-04-21"	"BDM"	21	4	2016	"584139"	"Tschärzisbach"	"Tschärzisbach, Gsteig"	"Berne"	584000	139684	1398	1	15	75.4	46.4083188361254	7.23056136378448
"CSCF_632251"	"CSCF_632251_2016-03-11"	"BDM"	11	3	2016	"632251"	"Homburgerbach Zufluss"	"Homburgerbach Zufluss, Häfelfingen"	"Bâle-Campagne"	632000	251771	525	1	14	42.2	47.4159700285538	7.86266062761273
"CSCF_752251"	"CSCF_752251_2016-04-07"	"BDM"	7	4	2016	"752251"	"Säglibach"	"Säglibach, Speicher"	"Appenzell Rhodes-Extérieures"	752000	251952	917	1	17	65.2	47.400835532507	9.45240345175912
"CSCF_602171"	"CSCF_602171_2016-06-15"	"BDM"	15	6	2016	"602171"	"Buuschebach"	"Buuschebach, Därstetten"	"Berne"	602568	172000	1498	2	14	72.3	46.6992059184217	7.47221326975179
"CSCF_722211"	"CSCF_722211_2016-03-14"	"BDM"	14	3	2016	"722211"	"Löntsch"	"Löntsch, Glarus (ehemals Riedern)"	"Glaris"	722044	212000	543	1	18	58.6	47.0477887220615	9.04482074508817
"CSCF_758195"	"CSCF_758195_2016-04-05"	"BDM"	5	4	2016	"758195"	"Oldisbach"	"Oldisbach, Haldenstein"	"Grison"	759000	195385	660	1	11	53.3	46.8905531740731	9.5251720643745
"CSCF_608195"	"CSCF_608195_2016-03-15"	"BDM"	15	3	2016	"608195"	"Aare Zufluss"	"Aare Zufluss, Rubigen"	"Berne"	608000	195281	560	1	10	15.6	46.9085844736539	7.54364271344289
"CSCF_662251"	"CSCF_662251_2016-03-10"	"BDM"	10	3	2016	"662251"	"Reuss Zufluss"	"Reuss Zufluss, Wohlenschwil"	"Argovie"	662109	252000	349	1	12	22.9	47.4158785226335	8.26163739140208
"CSCF_716107"	"CSCF_716107_2016-03-15"	"BDM"	15	3	2016	"716107"	"Vedeggio"	"Vedeggio, Monteceneri (ehemals Camignolo)"	"Tessin"	716000	107247	455	1	16	70.6	46.1067463594827	8.9389381637603
"CSCF_674219"	"CSCF_674219_2016-03-08"	"BDM"	8	3	2016	"674219"	"Binzmühlebach"	"Binzmühlebach, Risch"	"Zoug"	674471	220000	561	1	17	61.6	47.1267937048952	8.42012820474801
"CSCF_716227"	"CSCF_716227_2016-03-07"	"BDM"	7	3	2016	"716227"	"Tankgraben"	"Tankgraben, Benken (SG)"	"St. Gall"	716000	227132	410	1	9	11.5	47.1849590441523	8.96918182315034
"CSCF_716267"	"CSCF_716267_2016-03-17"	"BDM"	17	3	2016	"716267"	"Tuenbach Zufluss"	"Tuenbach Zufluss, Thundorf"	"Thurgovie"	716000	267537	578	1	18	47.6	47.5483045282049	8.97964742989367
"CSCF_746227"	"CSCF_746227_2016-04-26"	"BDM"	26	4	2016	"746227"	"Bluetlosenbach"	"Bluetlosenbach, Grabs"	"St. Gall"	746693	228000	1282	1	15	61.2	47.1866679514874	9.37429525149201
"CSCF_680243"	"CSCF_680243_2016-03-21"	"BDM"	21	3	2016	"680243"	"Sihl Zufluss"	"Sihl Zufluss, Zürich"	"Zürich"	681000	243869	517	1	6	16.2	47.3407004302501	8.51046272253532
"CSCF_806187"	"CSCF_806187_2016-07-04"	"BDM"	4	7	2016	"806187"	"Clozza"	"Clozza, Guarda"	"Grison"	806035	187943	2079	2	13	79.4	46.8107354440515	10.1386155680733
"CSCF_614259"	"CSCF_614259_2016-03-09"	"BDM"	9	3	2016	"614259"	"Dorfbach"	"Dorfbach, Arlesheim"	"Bâle-Campagne"	614258	260000	371	1	16	47.5	47.4906048964007	7.62783028126185
"CSCF_728235"	"CSCF_728235_2016-04-29"	"BDM"	29	4	2016	"728235"	"Nestenbergbach"	"Nestenbergbach, Ebnat-Kappel"	"St. Gall"	728000	235235	655	1	16	58.2	47.2556123737415	9.1297724175724
"CSCF_620243"	"CSCF_620243_2016-03-17"	"BDM"	17	3	2016	"620243"	"Ramiswiler Bach"	"Ramiswiler Bach, Mümliswil-Ramiswil"	"Soleure"	620000	243337	559	1	17	53.2	47.340586500829	7.70327668785496
"CSCF_704219"	"CSCF_704219_2016-05-12"	"BDM"	12	5	2016	"704219"	"Dimmerbach"	"Dimmerbach, Einsiedeln"	"Schwyz"	704219	220000	1023	1	15	67.7	47.1227793108206	8.8121250509131
"CSCF_704259"	"CSCF_704259_2016-03-11"	"BDM"	11	3	2016	"704259"	"Eulach Zufluss"	"Eulach Zufluss, Schlatt (ZH)"	"Zürich"	704639	260000	584	1	19	62.8	47.4824361227804	8.82698276826748
"CSCF_626267"	"CSCF_626267_2016-04-04"	"BDM"	4	4	2016	"626267"	"Magdener Bach"	"Magdener Bach, Rheinfelden"	"Argovie"	626875	267100	275	2	13	42.2	47.5540659864089	7.79567511339528
"CSCF_680147"	"CSCF_680147_2016-06-10"	"BDM"	10	6	2016	"680147"	"Ri Val Cavagnolo"	"Ri Val Cavagnolo, Bedretto"	"Tessin"	680005	147550	2051	1	13	66.2	46.4744928608592	8.48037985378884
"CSCF_638235"	"CSCF_638235_2016-03-08"	"BDM"	8	3	2016	"638235"	"Wigger"	"Wigger, Brittnau"	"Argovie"	638038	236000	438	1	17	36	47.273801830516	7.94132857998629
"CSCF_764139"	"CSCF_764139_2016-06-22"	"BDM"	22	6	2016	"764139"	"Duana"	"Duana, Bregaglia (ehemals Soglio)"	"Grison"	765000	139316	2472	1	11	63.2	46.3849116524284	9.58374975024864
"CSCF_794179"	"CSCF_794179_2016-07-15"	"BDM"	15	7	2016	"794179"	"Susasca"	"Susasca, Susch"	"Grison"	794572	179994	2113	2	13	70.8	46.7427181379495	9.98512487571121
"CSCF_542171"	"CSCF_542171_2016-03-24"	"BDM"	24	3	2016	"542171"	"Sauteru"	"Sauteru, Pailly"	"Vaud"	542000	171115	569	1	16	51.9	46.6887297636915	6.68043507719405
"CSCF_698235"	"CSCF_698235_2016-03-28"	"BDM"	28	3	2016	"698235"	"Feldbach"	"Feldbach, Hombrechtikon"	"Zürich"	699000	235462	541	1	16	60.8	47.2626377966305	8.74675351480636
"CSCF_818195"	"CSCF_818195_2016-06-18"	"BDM"	18	6	2016	"818195"	"Aval Laver"	"Aval Laver, Sent"	"Grison"	818000	195312	1981	1	11	73.3	46.8731670197249	10.2987986433697
"CSCF_626227"	"CSCF_626227_2016-03-09"	"BDM"	9	3	2016	"626227"	"Langete Zufluss"	"Langete Zufluss, Langenthal"	"Berne"	626380	228000	488	1	15	19.9	47.2024141137321	7.78679574320428
"CSCF_668235"	"CSCF_668235_2016-03-10"	"BDM"	10	3	2016	"668235"	"Bünz"	"Bünz, Muri (AG)"	"Argovie"	668631	236000	461	1	17	42.5	47.2713308845513	8.34560338254005
"CSCF_746187"	"CSCF_746187_2016-04-05"	"BDM"	5	4	2016	"746187"	"Rein Anteriur Zufluss"	"Rein Anteriur Zufluss, Trin"	"Grison"	747000	187745	695	1	5	0	46.8246113792091	9.36530081757113
"CSCF_752171"	"CSCF_752171_2016-04-14"	"BDM"	14	4	2016	"752171"	"Saissabach"	"Saissabach, Thusis"	"Grison"	752867	172000	943	1	3	4.4	46.681702379534	9.43690784349701
"CSCF_752211"	"CSCF_752211_2016-03-17"	"BDM"	17	3	2016	"752211"	"Feerbach"	"Feerbach, Villters-Wangs"	"St. Gall"	752000	211342	488	1	14	22.4	47.0356804062336	9.43869057944711
"CSCF_602131"	"CSCF_602131_2016-06-10"	"BDM"	10	6	2016	"602131"	"Ertentse"	"Ertentse, Icogne"	"Valais"	602238	132075	1737	2	13	75	46.3400582115916	7.46770525392454
"CSCF_692131"	"CSCF_692131_2016-05-17"	"BDM"	17	5	2016	"692131"	"Ri Grande"	"Ri Grande, Cevio"	"Tessin"	692000	131036	1416	1	15	60.9	46.3244169793719	8.63327005238185
"CSCF_548155"	"CSCF_548155_2016-04-12"	"BDM"	12	4	2016	"548155"	"Grenet"	"Grenet, Forel (Lavaux)"	"Vaud"	548000	155964	750	1	13	55.9	46.5529376265559	6.76057692853424
"CSCF_530163"	"CSCF_530163_2016-03-14"	"BDM"	14	3	2016	"530163"	"Molombe"	"Molombe, Penthalaz"	"Vaud"	530573	164000	447	1	16	28.3	46.623639994721	6.53214283093742
"CSCF_824179"	"CSCF_824179_2016-07-08"	"BDM"	8	7	2016	"824179"	"Aval S-charl"	"Aval S-charl, Scuol"	"Grison"	824000	179061	2230	2	13	77.2	46.7250900389085	10.3694773043457
"CSCF_710243"	"CSCF_710243_2016-04-16"	"BDM"	16	4	2016	"710243"	"Wissenbach"	"Wissenbach, Bäretswil"	"Zürich"	710000	243657	860	1	18	62.6	47.3345944751092	8.894076913643
"CSCF_740203"	"CSCF_740203_2016-05-09"	"BDM"	9	5	2016	"740203"	"Seez"	"Seez, Mels"	"St. Gall"	740092	204000	1293	1	13	57.7	46.9722794057827	9.27979413047991
"CSCF_632211"	"CSCF_632211_2016-04-21"	"BDM"	21	4	2016	"632211"	"Schwändibach"	"Schwändibach, Eriswil"	"Berne"	632000	211777	868	1	18	64.5	47.0562442647491	7.85981737996368
"CSCF_596107"	"CSCF_596107_2016-05-04"	"BDM"	4	5	2016	"596107"	"Dixence"	"Dixence, Hérémence"	"Valais"	596438	108000	1554	1	15	67.3	46.1234841519192	7.39255611980583
"CSCF_608115"	"CSCF_608115_2016-06-21"	"BDM"	21	6	2016	"608115"	"Torrent du Marais affluent"	"Torrent du Marais affluent, Anniviers"	"Valais"	608263	115000	2353	1	15	54.1	46.18641158544	7.54565791046122
"CSCF_728115"	"CSCF_728115_2016-04-27"	"BDM"	27	4	2016	"728115"	"Prada"	"Prada, Sant'Antonio"	"Tessin"	728094	115000	1203	1	16	53.9	46.1742848018383	9.09743105718917
"CSCF_692211"	"CSCF_692211_2016-04-20"	"BDM"	20	4	2016	"692211"	"Lauerzersee Zufluss"	"Lauerzersee Zufluss, Schwyz"	"Schwyz"	692000	211204	879	1	14	44.9	47.0454796270465	8.64933093846209
"CSCF_734267"	"CSCF_734267_2014-03-06"	"BDM"	6	3	2014	"734267"	"Aach (Romanshorn)"	"Erlen"	"Thurgovie"	734000	267921	449	1	13	34.8	47.5483322967891	9.21881233155139
"CSCF_728203"	"CSCF_728203_2014-05-30"	"BDM"	30	5	2014	"728203"	"Mettlenrus"	"Glarus Süd"	"Glaris"	728752	204000	1521	1	11	36.7	46.9745757204629	9.13080589784989
"CSCF_584195"	"CSCF_584195_2017-03-12"	"BDM"	12	3	2017	"584195"	"Saane"	"Saane, Laupen"	"Berne"	584645	196000	486	1	16	58	46.9149228458029	7.23706838916204
"CSCF_710259"	"CSCF_710259_2017-03-03"	"BDM"	3	3	2017	"710259"	"Dorfbach"	"Dorfbach, Aadorf"	"Thurgovie"	710000	259630	547	1	20	53.8	47.4782342116076	8.89800569754862
"CSCF_536163"	"CSCF_536163_2017-03-03"	"BDM"	3	3	2017	"536163"	"Mortigue"	"Mortigue, Bioley-Orjulaz"	"Vaud"	536308	164000	590	1	12	24.7	46.6242112342593	6.60701768477918
"CSCF_590219"	"CSCF_590219_2017-03-03"	"BDM"	3	3	2017	"590219"	"Sägibach"	"Sägibach, Schwadernau"	"Berne"	590000	219307	431	1	14	21.2	47.1246730286318	7.30685090266454
"CSCF_704275"	"CSCF_704275_2017-03-02"	"BDM"	2	3	2017	"704275"	"Furtbach"	"Tobelbach, Hüttwilen"	"Thurgovie"	705000	275655	520	1	15	43.1	47.6231536660899	8.83546638103492
"CSCF_734275"	"CSCF_734275_2017-03-08"	"BDM"	8	3	2017	"734275"	"Stichbach"	"Stichbach, Münsterlingen"	"Thurgovie"	734000	275894	470	1	17	38.8	47.6200203837376	9.22121698117626
"CSCF_722267"	"CSCF_722267_2017-03-09"	"BDM"	9	3	2017	"722267"	"Oppikerbach"	"Maltbach, Bussnang"	"Thurgovie"	722000	267859	490	1	17	50.7	47.5501130548118	9.05942205300544
"CSCF_686243"	"CSCF_686243_2017-03-20"	"BDM"	20	3	2017	"686243"	"Salsterbach"	"Salsterbach, Küsnacht (ZH)"	"Zürich"	686000	243147	460	1	13	32.4	47.333574092799	8.57647761997811
"CSCF_788171"	"CSCF_788171_2017-06-13"	"BDM"	13	6	2017	"788171"	"Ova Funtauna"	"Ova Funtauna, S-chanf"	"Grison"	788000	171115	2276	1	13	71	46.6647725826938	9.89552981910893
"CSCF_554155"	"CSCF_554155_2017-04-04"	"BDM"	4	4	2017	"554155"	"Broye"	"Broye, Oron (ehemals Palézieux)"	"Vaud"	554008	155411	640	1	15	61.5	46.5484031409877	6.83897079204728
"CSCF_626163"	"CSCF_626163_2017-05-16"	"BDM"	16	5	2017	"626163"	"Latrejebach Zufl"	"Latrejebach Zufl, Aeschi bei Spiez"	"Berne"	626154	162962	1416	1	16	59.5	46.6173974999567	7.78007888009774
"CSCF_560179"	"CSCF_560179_2017-04-03"	"BDM"	3	4	2017	"560179"	"Broye affl"	"Broye affl, Valbroye (ehemals Marnand)"	"Vaud"	560000	179625	517	2	11	40.2	46.7666010260093	6.91498833657048
"CSCF_668179_bis"	"CSCF_668179_bis_2017-06-20"	"BDM"	20	6	2017	"668179_bis"	"Gentalwasser Zufl"	"Teiflauibach, Innertkirchen"	"Berne"	668800	179585	1861	1	12	65.4	46.7638905667672	8.33928118659631
"CSCF_578091"	"CSCF_578091_2017-05-25"	"BDM"	25	5	2017	"578091"	"Torrent de l'A"	"Torrent de l'A, Liddes"	"Valais"	579000	91625	1696	1	11	56.7	45.9758673212916	7.16769524501506
"CSCF_608131"	"CSCF_608131_2017-05-11"	"BDM"	11	5	2017	"608131"	"Pauja"	"Pauja, Mollens (VS)"	"Valais"	608751	131939	1564	1	14	63.6	46.3387815398486	7.55229604756972
"CSCF_608171"	"CSCF_608171_2017-05-22"	"BDM"	22	5	2017	"608171"	"Feissibach Zufl"	"Feissibach Zufl, Oberstocken"	"Berne"	608000	171910	1469	1	16	66.6	46.6983533135426	7.54323387719382
"CSCF_578251"	"CSCF_578251_2017-03-16"	"BDM"	16	3	2017	"578251"	"Ruisseau de Cornol"	"Allaine Zufl, R. de Cornol, Cornol"	"Jura"	578000	251222	482	1	12	36.8	47.4114422019061	7.14714669778167
"CSCF_782147"	"CSCF_782147_2017-06-14"	"BDM"	14	6	2017	"782147"	"Ova dal Sagl"	"Ova da Surlej, Silvaplana"	"Grison"	782000	147076	1810	1	11	53.1	46.4502899262862	9.80767818864807
"CSCF_692227"	"CSCF_692227_2017-04-09"	"BDM"	9	4	2017	"692227"	"Aabach"	"Aabach, Schönenberg (ZH)"	"Zürich"	692019	228000	649	1	14	30.1	47.1965372877018	8.65300091260508
"CSCF_620259"	"CSCF_620259_2017-03-15"	"BDM"	15	3	2017	"620259"	"Röserenbach"	"Röserenbach, Liestal"	"Bâle-Campagne"	620741	260000	345	1	17	55.5	47.4904324157114	7.71385430112762
"CSCF_644195"	"CSCF_644195_2017-04-06"	"BDM"	6	4	2017	"644195"	"Steinibach"	"Steinibach, Flühli"	"Lucerne"	644000	195089	857	1	16	74.1	46.9054494402281	8.01613890427824
"CSCF_560179"	"CSCF_560179_2017-03-25"	"BDM"	25	3	2017	"560179"	"Broye affl"	"Broye affl, Valbroye (ehemals Marnand)"	"Vaud"	560000	179625	517	1	14	43.9	46.7666010260093	6.91498833657048
"CSCF_560219"	"CSCF_560219_2017-04-10"	"BDM"	10	4	2017	"560219"	"Suze"	"Suze, Renan (BE)"	"Berne"	561010	219120	857	1	13	49.5	47.1219185920314	6.92482520039681
"CSCF_626243"	"CSCF_626243_2017-04-06"	"BDM"	6	4	2017	"626243"	"Cholersbach"	"Cholersbach, Hägendorf"	"Soleure"	626956	244000	768	1	18	66.3	47.3463020901256	7.7953570863307
"CSCF_674179"	"CSCF_674179_2017-06-10"	"BDM"	10	6	2017	"674179"	"Wendenwasser"	"Wendenwasser, Gadmen"	"Berne"	674432	179000	1761	2	10	73.7	46.7580234776964	8.41290597118186
"CSCF_602147"	"CSCF_602147_2017-05-17"	"BDM"	17	5	2017	"602147"	"Sitebach Zufl"	"Sitebach Zufl, Lenk"	"Berne"	602512	148000	1767	1	6	16.7	46.483312482103	7.47135028439051
"CSCF_680219"	"CSCF_680219_2017-03-15"	"BDM"	15	3	2017	"680219"	"Zugersee Zufl"	"Zugersee Zufl, Zug"	"Zoug"	680421	220000	423	1	14	42.2	47.1260977069867	8.49853728840249
"CSCF_638211"	"CSCF_638211_2017-04-04"	"BDM"	4	4	2017	"638211"	"Näspelbach Zufl Enziwigger"	"Näspelbach Zufl, Hergiswil bei Willisau"	"Lucerne"	638000	211361	809	1	17	62.1	47.0521856550542	7.93875183897341
"CSCF_584155"	"CSCF_584155_2017-05-17"	"BDM"	17	5	2017	"584155"	"R. des Fenils"	"R. des Fenils, Rougemont"	"Vaud"	584510	155047	1642	1	16	71	46.5465299602102	7.23667964043043
"CSCF_740259"	"CSCF_740259_2017-04-06"	"BDM"	6	4	2017	"740259"	"Grüttiweidbach"	"St. Pelagibach, Waldkirch"	"St. Gall"	740000	259322	640	1	15	60	47.4697639185248	9.29579145210373
"CSCF_782187"	"CSCF_782187_2017-06-22"	"BDM"	22	6	2017	"782187"	"Dorfbach"	"Dorfbach, Davos"	"Grison"	782000	187726	2030	1	15	71.9	46.8157905351419	9.82376885697401
"CSCF_698211"	"CSCF_698211_2017-05-28"	"BDM"	28	5	2017	"698211"	"Teuftobel Zufl"	"Teuftobel, Alpthal"	"Schwyz"	698000	211326	1408	1	14	77.9	47.0457171919278	8.72830207755453
"CSCF_554115"	"CSCF_554115_2017-05-16"	"BDM"	16	5	2017	"554115"	"T. de Chavalet affl"	"T. de Chavalet affl, Val-d'Illiez"	"Valais"	555000	115286	1439	1	15	53.5	46.1875320350029	6.8557895746804
"CSCF_746243"	"CSCF_746243_2017-04-13"	"BDM"	13	4	2017	"746243"	"Kaubach"	"Kaubach, Appenzell"	"Appenzell Rhodes-Intérieures"	746659	244000	847	1	18	63.1	47.3305454141736	9.37906711362586
"CSCF_626123"	"CSCF_626123_2017-05-10"	"BDM"	10	5	2017	"626123"	"Milibach"	"Milibach, Unterbäch"	"Valais"	626453	124034	1690	1	15	76	46.2672081507604	7.78176050249148
"CSCF_560139"	"CSCF_560139_2017-03-19"	"BDM"	19	3	2017	"560139"	"Tinière"	"Tinière, Villeneuve (VD)"	"Vaud"	561000	139071	410	1	6	24.2	46.4018619225144	6.931509801881
"CSCF_704195"	"CSCF_704195_2017-05-25"	"BDM"	25	5	2017	"704195"	"Ruosalper Bach"	"Ruosalper Bach, Unterschächen"	"Uri"	705000	195140	1596	1	4	29.2	46.8990722294994	8.81666240877882
"CSCF_704235"	"CSCF_704235_2017-03-20"	"BDM"	20	3	2017	"704235"	"Schwarz Zufl"	"Schwarz Zufl, Bubikon"	"Zürich"	704000	235441	510	1	10	13.6	47.2616804625052	8.8128023518944
"CSCF_596123"	"CSCF_596123_2017-04-06"	"BDM"	6	4	2017	"596123"	"Liène affl"	"Liène affl, Ayent"	"Valais"	597000	123965	887	1	3	25.9	46.2671008867929	7.39972425420379
