;column name;unit/type;topic;explanation;further information;link to tab Data_Sources;data owner;license required;spatial context;responsible @ eawag;data example;data example;data example
;covclass_natural_artifical_surfaces;class;substrate;0=0%, 1=1-5%, 2=6-10%,3=11-50%,4=>50% substrate coverage class;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;1;0;NA
;covclass_moss;class;substrate;0=0%, 1=1-5%, 2=6-10%,3=11-50%,4=>50% substrate coverage class;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;NA;2;NA
;covclass_hydrophytes;class;substrate;0=0%, 1=1-5%, 2=6-10%,3=11-50%,4=>50% substrate coverage class;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;NA;0;NA
;covclass_helophytes;class;substrate;0=0%, 1=1-5%, 2=6-10%,3=11-50%,4=>50% substrate coverage class;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;NA;0;NA
;covclass_coarse_organic_matter;class;substrate;0=0%, 1=1-5%, 2=6-10%,3=11-50%,4=>50% substrate coverage class;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;NA;0;NA
;normcov_mobile_blocks;- [0-1];substrate;normalized coverage class using midvalues and sum=1;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.322751323;0.08040201;NA
;normcov_coarse_inorganic_sediments;- [0-1];substrate;normalized coverage class using midvalues and sum=2;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.322751323;0.75879397;NA
;normcov_gravel;- [0-1];substrate;normalized coverage class using midvalues and sum=3;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.322751323;0.08040201;NA
;normcov_sand_silt;- [0-1];substrate;normalized coverage class using midvalues and sum=4;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;normcov_fine_sediments;- [0-1];substrate;normalized coverage class using midvalues and sum=5;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;normcov_algae_clay;- [0-1];substrate;normalized coverage class using midvalues and sum=6;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;normcov_natural_artifical_surfaces;- [0-1];substrate;normalized coverage class using midvalues and sum=7;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.031746032;0;NA
;normcov_moss;- [0-1];substrate;normalized coverage class using midvalues and sum=8;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0.08040201;NA
;normcov_hydrophytes;- [0-1];substrate;normalized coverage class using midvalues and sum=9;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;normcov_helophytes;- [0-1];substrate;normalized coverage class using midvalues and sum=10;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;normcov_coarse_organic_matter;- [0-1];substrate;normalized coverage class using midvalues and sum=11;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;sfract_mobile_blocks;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.375;0.25;NA
;sfract_coarse_inorganic_sediments;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.375;0.375;NA
;sfract_gravel;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.125;0.125;NA
;sfract_sand_silt;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;sfract_fine_sediments;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;sfract_algae_clay;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;sfract_natural_artifical_surfaces;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.125;0;NA
;sfract_moss;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0.25;NA
;sfract_hydrophytes;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;sfract_helophytes;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;sfract_coarse_organic_matter;- [0-1];substrate;substrate fraction of invertebrate sample;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;v_5;- [0-1];substrate;fraction of invertebrate sample taken at flow velocity < 5 cm/s;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.375;0.625;NA
;v_5_25;- [0-1];substrate;fraction of invertebrate sample taken at flow velocity  5-25 cm/s;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.25;0.125;NA
;v_25_75;- [0-1];substrate;fraction of invertebrate sample taken at flow velocity 25-75 cm/s;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0.375;0.25;NA
;v_75_150;- [0-1];substrate;fraction of invertebrate sample taken at flow velocity  75-150 cm/s;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;v_150;- [0-1];substrate;fraction of invertebrate sample taken at flow velocity > 150 cm/s;;;BDM: Hintermann&Weber, VD:VD ;yes;Line (reach);Nele Schuwirth;0;0;NA
;temperature;degrees Celsius;temperature;linear model of morning (7am) summer temperature, modelled as: 18.4 + 2.77 log(catchment area (km2)) - 0.006 elevation (m);"see ""temperature model 2016 07 25.docx"" in map ""Writing Peter""";;;;;Peter Vermeiren;9.476078652;16.60368835;19.81856031
;ARA_fraction;0-1;water quality;proportion of wastewater (m3/s) per mean annual  discharge (m3/s);;;;;;Peter Vermeiren;0;0.005299287;0.029965912
;IAR;positive number;landuse;Insecticide Application Rate: sum of landuse proportions weighted by how frequently insecticides are sprayed on them =  1.83*RAPS_ANT/100 +  2.66*GEM_ANT/100 +  3.10*OBST_ANT/100 +  0.37*REB_ANT/100 +  0.44*KART_ANT/100 +  0.03*GETR_ANT/100 +  0.38*HUEF_ANT/100 +  0.07*RUEB_ANT/100 +   0.01*MAIS_ANT/100;;;;;;Peter Vermeiren;0;0.019437375;0.002317592
;urban_area;0-1;landuse;proportion of urban area between 0 and 1: SIED_ANT/100;;;;;;Peter Vermeiren;2.00E-04;0.0557;0.0469
;cow_density;positive number;landuse;density of lifestock units per km2;;;;;;Peter Vermeiren;4.350254087;19.62373911;26.76825578
;agri_land;%;landuse;sum of ACK_ANT, OBST_ANT and REB_ANT;;;;;;Peter Vermeiren;0;6.67683604;2.3637528
;fields;%;landuse;sum of NAWHW_ANT and AJWW_ANT;;;;;;Peter Vermeiren;29.001694;24.303011;39.234151
;saprobic_cond;- [0-4];landuse;An interpolation of different chemical parameters affecting the amount of organic matter and oxygen in the river. ;"see ""Saproby model 20170911.docx"" in map ""Writing Peter""";;;;;Peter Vermeiren;0.775059697;1.022064938;1.100491341
;morphology;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: overall assessment, 0=bad, 1=very good;;;;;;Peter Vermeiren;1;0.687285959;1
;coverage;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;1;1
;uncovered;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;0.687285959;1
;width variability;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;1;1
;bed modification;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;0.4125;1
;bank modification;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;0.675;1
;bank modif. L;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;0.675;1
;bank modif. R;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;0.675;1
;riparian zone;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;0.661643836;1
;riparian zone L;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;0.661643836;1
;ripar. zone L width;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;NA;0.643835616;NA
;ripar. zone L veg.;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;1;1
;riparian zone R;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;0.661643836;1
;ripar. zone R width;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;NA;0.643835616;NA
;ripar. zone R veg.;- [0-1];river morphology (Oekomorphologie);morphology evaluation from ecoval: 0=bad, 1=very good;;;;;;Peter Vermeiren;1;1;1
;n.Man;-;flow velocity;Manning coefficient used to calculate the flow velocity, n.Man=0.03 +  0.03*width variability +  0.03*(normcov_gravel + normcov_coarse_inorganic_sediments + normcov_mobile_blocks) + 0.05*((InS_BEWMAKRO-1)/2);;       ;;;;Peter Vermeiren;0.089047619;NA;NA
;velocity;m/s;flow velocity;velocity = (sqrt(slope/100)/n.Man)^(3/5) * (Discharge/Channel_Width)^(2/5);"see ""Velocity_20170911.docx"" in map ""Writing Peter""";        ;;;;Peter Vermeiren;0.622259697;0.565271088;0.342010437
;rip.zone.deg;- [0-1];river morphology (Oekomorphologie);riparian zone degradation = 1- riparian.zone;; ;;;;Peter Vermeiren;0;0.338356164;0
;bed.deg;- [0-1];river morphology (Oekomorphologie);bed degradation = 1- bed.modification;;;;;;Peter Vermeiren;0;0.5875;0
;CH_OEKOMKLASSE;- [0-5];river morphology (Oekomorphologie);overall assessment of river morphology;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;3;2;2
;CH_GSBREITE;m;river morphology (Oekomorphologie);Width of river bed;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;30;7.7;40
;CH_EINDOL;- [0 or 1];river morphology (Oekomorphologie);covered? / culvert;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;0;0;0
;CH_VNATABST;- [0 or 1];river morphology (Oekomorphologie);Many natural drops in the river reach?;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;0;0;0
;CH_BREITENVAR;- [1-3];river morphology (Oekomorphologie);Width variablitiy;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;2;1;1
;CH_TIEFENVAR;- [1-3];river morphology (Oekomorphologie);Depth variability;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;1;3;1
;CH_SOHLVER;- [1-6];river morphology (Oekomorphologie); Artificial river bed;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;2;3;1
;CH_SOHLMAT;- [0-5];river morphology (Oekomorphologie);Material of river bed;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;4;1;0
;CH_LBUKVER;- [1-6];river morphology (Oekomorphologie);Artificial river shore left;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;6;3;2
;CH_RBUKVER;- [1-6];river morphology (Oekomorphologie);Artificial river shore right;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;6;3;1
;CH_LBUKMAT;- [0-7];river morphology (Oekomorphologie);Material of artificial river shore left;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;6;7;2
;CH_RBUKMAT;- [0-7];river morphology (Oekomorphologie);Material of artificial river shore right;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;6;7;0
;CH_LUFBEBRE;m;river morphology (Oekomorphologie);width river bank left;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;16;10;10
;CH_RUFBEBRE;m;river morphology (Oekomorphologie);width river bank right;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;16;10;3
;CH_LUFERBER;- [1-3];river morphology (Oekomorphologie);Classification of the river bank left;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;1;1;2
;CH_RUFERBER;- [1-3];river morphology (Oekomorphologie);Classification of the river bank right;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;1;1;2
;CH_LUFBEBEW;- [1-3];river morphology (Oekomorphologie);Vegetation of the river bank left;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;1;1;1
;CH_RUFBEBEW;- [1-3];river morphology (Oekomorphologie);Vegetation of the river bank right;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;1;1;1
;CH_BEWALGEN;- [0-3];river morphology (Oekomorphologie);Algae in the river bed;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;3;0;2
;CH_BEWMAKRO;- [0-3];river morphology (Oekomorphologie);macrophytes in the river bed;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;1;0;1
;CH_TOTHOLZ;- [0-3];river morphology (Oekomorphologie);dead wood in river bed;Annex morphology attributes;Ecomorphology_CH_2016;BAFU;;Line (emCH);Rosi Siber;2;0;2
;InS_Planungsjahr;year;river morphology (Oekomorphologie);morphology monitored during INvertebrate Sampling;Annex morphology attributes;morphology monitored during invertebrate sampling;BDM: Hintermann & Weber;yes;;Peter Vermeiren;2015;NA;NA
;InS_EINDOL;- [0 or 1];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;0;NA;NA
;InS_GSBREITE;m;river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;5.15;NA;NA
;InS_GSTIEFE;m;river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;NA;NA;NA
;InS_Abschnittslaenge;m;river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;51;NA;NA
;InS_BREITENVAR;- [1-3];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;1;NA;NA
;InS_SOHLVER;- [1-6];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;1;NA;NA
;InS_VNATABST;- [0 or 1];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;1;NA;NA
;InS_TIEFENVAR;- [1-3];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;1;NA;NA
;InS_SOHLMAT;- [0-5];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;0;NA;NA
;InS_LBUKVER;- [1-6];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;1;NA;NA
;InS_RBUKVER;- [1-6];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;1;NA;NA
;InS_LBUKMAT;- [0-7];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;0;NA;NA
;InS_RBUKMAT;- [0-7];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;0;NA;NA
;InS_LUFBEBRE;m;river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;16;NA;NA
;InS_RUFBEBRE;m;river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;16;NA;NA
;InS_LUFBEBEW;- [1-3];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;1;NA;NA
;InS_RUFBEBEW;- [1-3];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;1;NA;NA
;InS_Absturze;- [0 or 1];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;NA;NA;NA
;InS_Absturztyp;- [1-3];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;0;NA;NA
;InS_Absturzmaterial;- [0-2];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;;NA;NA
;InS_Absturzhoehe;cm;river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;NA;NA;NA
;InS_Bauwerke;- [0 or 1];river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;NA;NA;NA
;InS_Baumaterial;character;river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;;NA;NA
;InS_Bauhoehe;cm;river morphology (Oekomorphologie);see CH_ data, morphology monitored during INvertebrate Sampling;Annex morphology attributes;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;NA;NA;NA
;InS_Praesenz._Trubung;class;physical appearance (Ausserer Aspekt);monitored during INvertebrate Sampling;;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;kein;NA;NA
;InS_Praesenz_Abfaelle;class;physical appearance (Ausserer Aspekt);monitored during INvertebrate Sampling;;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;keine;NA;NA
;InS_Praesenz_Bewuchs;class;physical appearance (Ausserer Aspekt);monitored during INvertebrate Sampling;;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;kein;NA;NA
;InS_Praesenz_Eisensulfid;class;physical appearance (Ausserer Aspekt);monitored during INvertebrate Sampling;;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;0%;NA;NA
;InS_Praesenz_Feststoffe;class;physical appearance (Ausserer Aspekt);monitored during INvertebrate Sampling;;;BDM: Hintermann & Weber;yes;;Peter Vermeiren;keine;NA;NA
